:GT2K_ALARM_LOG_HISTORY,0
:ALARM_ID,3
:ALARM_NAME,"0_LD_STS_raw"
:RECORD_NUM,5000
:COMMENT_GROUP_GENERAL_ID,1
:COMMENT_GROUP_MIDDLE_ID,0
:COMMENT_GROUP_UPPER_ID,0
:COMMENT_GROUP_DETAIL_ID,0
:ALARM_HISTORY_NUM,5000
:NOT_RESUMED_NUM,4
:UNCONFIRMED_NUM,5000
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,
UPPER_NO,MIDDLE_NO,COMMENT_NO,COMMENT,STATUS,OCCURRED,RESTORED,CHECKED,LEVEL,GROUP
0,0,9,"異常中(LD→全設備)",R,2023/11/17 14:38:28,2023/11/17 14:52:08,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/17 14:39:36,2023/11/17 14:39:38,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/17 14:40:28,2023/11/17 14:51:48,****/**/** **:**:**,1,1
0,0,3,"手動モード(LD→全設備）",R,2023/11/17 14:50:34,2023/11/21 09:22:48,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/17 14:51:50,2023/11/17 14:52:02,****/**/** **:**:**,1,1
0,0,11,"安全ｶﾊﾞｰ開中(LD→全設備)",R,2023/11/17 14:51:52,2023/11/17 14:52:02,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/17 14:52:06,2023/11/17 14:52:08,****/**/** **:**:**,1,1
0,0,12,"不足、満杯中(LD→全設備)",R,2023/11/17 14:52:08,2023/11/17 14:52:44,****/**/** **:**:**,1,1
0,0,13,"装置内部パネル無(LD→全設備)",R,2023/11/17 14:52:08,2023/11/21 09:22:48,****/**/** **:**:**,1,1
0,0,11,"安全ｶﾊﾞｰ開中(LD→全設備)",R,2023/11/17 14:52:40,2023/11/17 14:52:54,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/17 14:52:44,2023/11/21 09:22:48,****/**/** **:**:**,1,1
0,0,2,"連動モード(LD→ULD)",O,2023/11/21 09:24:10,****/**/** **:**:**,****/**/** **:**:**,1,1
0,0,3,"手動モード(LD→全設備）",R,2023/11/21 09:24:10,2023/11/21 09:31:38,****/**/** **:**:**,1,1
0,0,13,"装置内部パネル無(LD→全設備)",R,2023/11/21 09:24:10,2023/11/21 10:04:08,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:25:48,2023/11/21 09:26:16,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:26:30,2023/11/21 09:26:34,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:26:48,2023/11/21 09:26:54,****/**/** **:**:**,1,1
0,0,4,"原点復帰モード(LD→全設備)",R,2023/11/21 09:31:38,2023/11/21 09:31:40,****/**/** **:**:**,1,1
0,0,3,"手動モード(LD→全設備）",R,2023/11/21 09:31:40,2023/11/21 09:31:54,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:31:48,2023/11/21 09:31:50,****/**/** **:**:**,1,1
0,0,4,"原点復帰モード(LD→全設備)",R,2023/11/21 09:31:54,2023/11/21 09:32:08,****/**/** **:**:**,1,1
0,0,3,"手動モード(LD→全設備）",R,2023/11/21 09:32:08,2023/11/21 10:04:04,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:32:52,2023/11/21 09:32:54,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:32:58,2023/11/21 09:33:00,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:33:26,2023/11/21 09:33:46,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:34:04,2023/11/21 09:34:30,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:34:32,2023/11/21 09:34:44,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:34:52,2023/11/21 09:35:00,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:35:18,2023/11/21 09:36:04,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:36:06,2023/11/21 09:36:30,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:36:44,2023/11/21 09:36:46,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:36:48,2023/11/21 09:36:54,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:37:04,2023/11/21 09:37:06,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:37:14,2023/11/21 09:37:26,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:37:28,2023/11/21 09:37:32,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:37:40,2023/11/21 09:37:44,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:37:54,2023/11/21 09:37:56,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:38:04,2023/11/21 09:38:06,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:38:14,2023/11/21 09:40:02,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:40:48,2023/11/21 09:41:20,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:41:22,2023/11/21 09:41:24,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:41:26,2023/11/21 09:41:34,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:41:36,2023/11/21 09:42:12,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:42:14,2023/11/21 09:42:22,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 09:46:50,2023/11/21 10:02:50,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 10:02:54,2023/11/21 10:03:42,****/**/** **:**:**,1,1
0,0,11,"安全ｶﾊﾞｰ開中(LD→全設備)",R,2023/11/21 10:03:36,2023/11/21 10:04:02,****/**/** **:**:**,1,1
0,0,4,"原点復帰モード(LD→全設備)",R,2023/11/21 10:04:04,2023/11/21 10:04:08,****/**/** **:**:**,1,1
0,0,6,"自動モード(LD→全設備)",R,2023/11/21 10:04:08,2023/11/21 10:32:40,****/**/** **:**:**,1,1
0,0,8,"運転中(LD→全設備)",R,2023/11/21 10:04:08,2023/11/21 10:32:40,****/**/** **:**:**,1,1
0,0,12,"不足、満杯中(LD→全設備)",R,2023/11/21 10:04:12,2023/11/21 10:32:34,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 10:04:14,2023/11/21 10:05:52,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 10:06:10,2023/11/21 10:06:22,****/**/** **:**:**,1,1
0,0,13,"装置内部パネル無(LD→全設備)",R,2023/11/21 10:25:00,2023/11/21 10:33:06,****/**/** **:**:**,1,1
0,0,11,"安全ｶﾊﾞｰ開中(LD→全設備)",R,2023/11/21 10:31:50,2023/11/21 10:33:00,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 10:31:52,2023/11/21 10:32:34,****/**/** **:**:**,1,1
0,0,3,"手動モード(LD→全設備）",R,2023/11/21 10:32:40,2023/11/21 10:33:02,****/**/** **:**:**,1,1
0,0,4,"原点復帰モード(LD→全設備)",R,2023/11/21 10:33:02,2023/11/21 10:33:04,****/**/** **:**:**,1,1
0,0,3,"手動モード(LD→全設備）",R,2023/11/21 10:33:04,2023/11/21 10:33:06,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 10:33:04,2023/11/21 10:33:06,****/**/** **:**:**,1,1
0,0,6,"自動モード(LD→全設備)",R,2023/11/21 10:33:06,2023/11/21 10:41:36,****/**/** **:**:**,1,1
