:GT2K_LOG,1
:LOGGING_ID,14
:LOGGING_NAME,"シード剥離_導電率"
:SERIAL_ID,41
:DEVICE_NUM,3
:RECORD_NUM,120
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,
:DEV_COMMENT,"設備コード","モデル名","導電率"
2024/03/11 00:16:42,,"LEV50001_020",2374
2024/03/11 00:17:11,,"LEV50001_020",2298
2024/03/11 00:17:39,,"LEV50001_020",2256
2024/03/11 00:18:09,,"LEV50001_020",2435
2024/03/11 00:18:39,,"LEV50001_020",2325
2024/03/11 00:19:09,,"LEV50001_020",2493
2024/03/11 00:19:39,,"LEV50001_020",2295
2024/03/11 00:20:09,,"LEV50001_020",2363
2024/03/11 00:20:39,,"LEV50001_020",2508
2024/03/11 00:21:09,,"LEV50001_020",2388
2024/03/11 00:21:39,,"LEV50001_020",2264
2024/03/11 00:22:09,,"LEV50001_020",2349
2024/03/11 00:22:39,,"LEV50001_020",2291
2024/03/11 00:23:09,,"LEV50001_020",2393
2024/03/11 00:23:39,,"LEV50001_020",2385
2024/03/11 00:24:09,,"LEV50001_020",2313
2024/03/11 00:24:39,,"LEV50001_020",2315
2024/03/11 00:25:09,,"LEV50001_020",2310
2024/03/11 00:25:39,,"LEV50001_020",2323
2024/03/11 00:26:09,,"LEV50001_020",2270
2024/03/11 00:26:39,,"LEV50001_020",2456
2024/03/11 00:27:09,,"LEV50001_020",2300
2024/03/11 00:27:39,,"LEV50001_020",2458
2024/03/11 00:28:09,,"LEV50001_020",2375
2024/03/11 00:28:39,,"LEV50001_020",2303
2024/03/11 00:29:09,,"LEV50001_020",2319
2024/03/11 00:29:39,,"LEV50001_020",2340
2024/03/11 00:30:09,,"LEV50001_020",2306
2024/03/11 00:30:39,,"LEV50001_020",2338
2024/03/11 00:31:09,,"LEV50001_020",2321
2024/03/11 00:31:39,,"LEV50001_020",2311
2024/03/11 00:32:09,,"LEV50001_020",2394
2024/03/11 00:32:39,,"LEV50001_020",2414
2024/03/11 00:33:09,,"LEV50001_020",2279
2024/03/11 00:33:39,,"LEV50001_020",2268
2024/03/11 00:34:09,,"LEV50001_020",2263
2024/03/11 00:34:39,,"LEV50001_020",2301
2024/03/11 00:35:09,,"LEV50001_020",2283
2024/03/11 00:35:39,,"LEV50001_020",2299
2024/03/11 00:36:09,,"LEV50001_020",2223
2024/03/11 00:36:39,,"LEV50001_020",2308
2024/03/11 00:37:09,,"LEV50001_020",2271
2024/03/11 00:37:39,,"LEV50001_020",2294
2024/03/11 00:38:09,,"LEV50001_020",2223
2024/03/11 00:38:39,,"LEV50001_020",2251
2024/03/11 00:39:09,,"LEV50001_020",2269
2024/03/11 00:39:39,,"LEV50001_020",2339
2024/03/11 00:40:09,,"LEV50001_020",2204
2024/03/11 00:40:39,,"LEV50001_020",2286
2024/03/11 00:41:09,,"LEV50001_020",2260
2024/03/11 00:41:39,,"LEV50001_020",2355
2024/03/11 00:42:09,,"LEV50001_020",2303
2024/03/11 00:42:39,,"LEV50001_020",2320
2024/03/11 00:43:09,,"LEV50001_020",2309
2024/03/11 00:43:39,,"LEV50001_020",2314
2024/03/11 00:44:09,,"LEV50001_020",2254
2024/03/11 00:44:39,,"LEV50001_020",2244
2024/03/11 00:45:09,,"LEV50001_020",2334
2024/03/11 00:45:39,,"LEV50001_020",2385
2024/03/11 00:46:09,,"LEV50001_020",2243
2024/03/11 00:46:39,,"LEV50001_020",2288
2024/03/11 00:47:09,,"LEV50001_020",2411
2024/03/11 00:47:39,,"LEV50001_020",2198
2024/03/11 00:48:09,,"LEV50001_020",2374
2024/03/11 00:48:39,,"LEV50001_020",2235
2024/03/11 00:49:09,,"LEV50001_020",2283
2024/03/11 00:49:39,,"LEV50001_020",2258
2024/03/11 00:50:09,,"LEV50001_020",2375
2024/03/11 00:50:39,,"LEV50001_020",2223
2024/03/11 00:51:09,,"LEV50001_020",2239
2024/03/11 00:51:39,,"LEV50001_020",2244
2024/03/11 00:52:09,,"LEV50001_020",2230
2024/03/11 00:52:39,,"LEV50001_020",2225
2024/03/11 00:53:09,,"LEV50001_020",2399
2024/03/11 00:53:39,,"LEV50001_020",2286
2024/03/11 00:54:09,,"LEV50001_020",2310
2024/03/11 00:54:39,,"LEV50001_020",2301
2024/03/11 00:55:09,,"LEV50001_020",2185
2024/03/11 00:55:39,,"LEV50001_020",2315
2024/03/11 00:56:09,,"LEV50001_020",2236
2024/03/11 00:56:39,,"LEV50001_020",2375
2024/03/11 00:57:09,,"LEV50001_020",2273
2024/03/11 00:57:39,,"LEV50001_020",2358
2024/03/11 00:58:09,,"LEV50001_020",2344
2024/03/11 00:58:39,,"LEV50001_020",2276
2024/03/11 00:59:09,,"LEV50001_020",2249
2024/03/11 00:59:39,,"LEV50001_020",2265
2024/03/11 01:00:09,,"LEV50001_020",2219
2024/03/11 01:00:39,,"LEV50001_020",2388
