:GT2K_LOG,1
:LOGGING_ID,14
:LOGGING_NAME,"シード剥離_導電率"
:SERIAL_ID,48
:DEVICE_NUM,3
:RECORD_NUM,120
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,
:DEV_COMMENT,"設備コード","モデル名","導電率"
2024/03/11 07:16:39,,"LEV50001_020",2406
2024/03/11 07:17:09,,"LEV50001_020",2324
2024/03/11 07:17:39,,"LEV50001_020",2355
2024/03/11 07:18:09,,"LEV50001_020",2319
2024/03/11 07:18:39,,"LEV50001_020",2236
2024/03/11 07:19:09,,"LEV50001_020",2298
2024/03/11 07:19:39,,"LEV50001_020",2515
2024/03/11 07:20:09,,"LEV50001_020",2226
2024/03/11 07:20:39,,"LEV50001_020",2303
2024/03/11 07:21:09,,"LEV50001_020",2293
2024/03/11 07:21:39,,"LEV50001_020",2395
2024/03/11 07:22:09,,"LEV50001_020",2234
2024/03/11 07:22:39,,"LEV50001_020",2331
2024/03/11 07:23:09,,"LEV50001_020",2388
2024/03/11 07:23:39,,"LEV50001_020",2339
2024/03/11 07:24:09,,"LEV50001_020",2325
2024/03/11 07:24:39,,"LEV50001_020",2264
2024/03/11 07:25:11,,"LEV50001_020",2246
2024/03/11 07:25:41,,"LEV50001_020",2243
2024/03/11 07:26:09,,"LEV50001_020",2394
2024/03/11 07:26:40,,"LEV50001_020",2285
2024/03/11 07:27:09,,"LEV50001_020",2370
2024/03/11 07:27:39,,"LEV50001_020",2391
2024/03/11 07:28:09,,"LEV50001_020",2365
2024/03/11 07:28:40,,"LEV50001_020",2274
2024/03/11 07:29:09,,"LEV50001_020",2383
2024/03/11 07:29:39,,"LEV50001_020",2256
2024/03/11 07:30:09,,"LEV50001_020",2243
2024/03/11 07:30:39,,"LEV50001_020",2251
2024/03/11 07:31:09,,"LEV50001_020",2410
2024/03/11 07:31:39,,"LEV50001_020",2283
2024/03/11 07:32:09,,"LEV50001_020",2271
2024/03/11 07:32:39,,"LEV50001_020",2305
2024/03/11 07:33:09,,"LEV50001_020",2338
2024/03/11 07:33:39,,"LEV50001_020",2449
2024/03/11 07:34:09,,"LEV50001_020",2388
2024/03/11 07:34:39,,"LEV50001_020",2415
2024/03/11 07:35:09,,"LEV50001_020",2355
2024/03/11 07:35:39,,"LEV50001_020",2338
2024/03/11 07:36:09,,"LEV50001_020",2303
2024/03/11 07:36:39,,"LEV50001_020",2366
2024/03/11 07:37:09,,"LEV50001_020",2285
2024/03/11 07:37:39,,"LEV50001_020",2381
2024/03/11 07:38:09,,"LEV50001_020",2273
2024/03/11 07:38:39,,"LEV50001_020",2350
2024/03/11 07:39:09,,"LEV50001_020",2220
2024/03/11 07:39:39,,"LEV50001_020",2268
2024/03/11 07:40:09,,"LEV50001_020",2235
2024/03/11 07:40:39,,"LEV50001_020",2249
2024/03/11 07:41:09,,"LEV50001_020",2328
2024/03/11 07:41:39,,"LEV50001_020",2345
2024/03/11 07:42:09,,"LEV50001_020",2341
2024/03/11 07:42:39,,"LEV50001_020",2365
2024/03/11 07:43:09,,"LEV50001_020",2246
2024/03/11 07:43:39,,"LEV50001_020",2343
2024/03/11 07:44:09,,"LEV50001_020",2356
2024/03/11 07:44:39,,"LEV50001_020",2270
2024/03/11 07:45:09,,"LEV50001_020",2331
2024/03/11 07:45:40,,"LEV50001_020",2428
2024/03/11 07:46:09,,"LEV50001_020",2315
2024/03/11 07:46:39,,"LEV50001_020",2306
2024/03/11 07:47:09,,"LEV50001_020",2355
2024/03/11 07:47:39,,"LEV50001_020",2328
2024/03/11 07:48:09,,"LEV50001_020",2264
2024/03/11 07:48:39,,"LEV50001_020",2324
2024/03/11 07:49:09,,"LEV50001_020",2321
2024/03/11 07:49:39,,"LEV50001_020",2343
2024/03/11 07:50:09,,"LEV50001_020",2415
2024/03/11 07:50:39,,"LEV50001_020",2233
2024/03/11 07:51:09,,"LEV50001_020",2419
2024/03/11 07:51:39,,"LEV50001_020",2413
2024/03/11 07:52:09,,"LEV50001_020",2294
2024/03/11 07:52:39,,"LEV50001_020",2408
2024/03/11 07:53:09,,"LEV50001_020",2249
2024/03/11 07:53:39,,"LEV50001_020",2396
2024/03/11 07:54:09,,"LEV50001_020",2241
2024/03/11 07:54:39,,"LEV50001_020",2304
2024/03/11 07:55:09,,"LEV50001_020",2236
2024/03/11 07:55:39,,"LEV50001_020",2285
2024/03/11 07:56:09,,"LEV50001_020",2368
2024/03/11 07:56:39,,"LEV50001_020",2243
2024/03/11 07:57:09,,"LEV50001_020",2363
2024/03/11 07:57:39,,"LEV50001_020",2281
2024/03/11 07:58:09,,"LEV50001_020",2425
2024/03/11 07:58:39,,"LEV50001_020",2328
2024/03/11 07:59:09,,"LEV50001_020",2263
2024/03/11 07:59:39,,"LEV50001_020",2340
2024/03/11 08:00:09,,"LEV50001_020",2384
2024/03/11 08:00:39,,"LEV50001_020",2330
