:GT2K_LOG,1
:LOGGING_ID,14
:LOGGING_NAME,"シード剥離_導電率"
:SERIAL_ID,52
:DEVICE_NUM,3
:RECORD_NUM,120
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,
:DEV_COMMENT,"設備コード","モデル名","導電率"
2024/03/11 11:16:43,,"LEV50001_020",2301
2024/03/11 11:17:10,,"LEV50001_020",2253
2024/03/11 11:17:39,,"LEV50001_020",2148
2024/03/11 11:18:10,,"LEV50001_020",2296
2024/03/11 11:18:40,,"LEV50001_020",2189
2024/03/11 11:19:09,,"LEV50001_020",2273
2024/03/11 11:19:39,,"LEV50001_020",2199
2024/03/11 11:20:10,,"LEV50001_020",2296
2024/03/11 11:20:39,,"LEV50001_020",2331
2024/03/11 11:21:09,,"LEV50001_020",2196
2024/03/11 11:21:39,,"LEV50001_020",2273
2024/03/11 11:22:10,,"LEV50001_020",2205
2024/03/11 11:22:40,,"LEV50001_020",2204
2024/03/11 11:23:10,,"LEV50001_020",2275
2024/03/11 11:23:39,,"LEV50001_020",2194
2024/03/11 11:24:10,,"LEV50001_020",2319
2024/03/11 11:24:40,,"LEV50001_020",2289
2024/03/11 11:25:10,,"LEV50001_020",2354
2024/03/11 11:25:40,,"LEV50001_020",2180
2024/03/11 11:26:10,,"LEV50001_020",2150
2024/03/11 11:26:40,,"LEV50001_020",2413
2024/03/11 11:27:10,,"LEV50001_020",2164
2024/03/11 11:27:40,,"LEV50001_020",2308
2024/03/11 11:28:09,,"LEV50001_020",2279
2024/03/11 11:28:39,,"LEV50001_020",2191
2024/03/11 11:29:09,,"LEV50001_020",2313
2024/03/11 11:29:39,,"LEV50001_020",2208
2024/03/11 11:30:09,,"LEV50001_020",2239
2024/03/11 11:30:40,,"LEV50001_020",2240
2024/03/11 11:31:10,,"LEV50001_020",2310
2024/03/11 11:31:40,,"LEV50001_020",2369
2024/03/11 11:32:10,,"LEV50001_020",2233
2024/03/11 11:32:40,,"LEV50001_020",2213
2024/03/11 11:33:10,,"LEV50001_020",2216
2024/03/11 11:33:40,,"LEV50001_020",2230
2024/03/11 11:34:10,,"LEV50001_020",2288
2024/03/11 11:34:40,,"LEV50001_020",2304
2024/03/11 11:35:09,,"LEV50001_020",2263
2024/03/11 11:35:40,,"LEV50001_020",2341
2024/03/11 11:36:09,,"LEV50001_020",2298
2024/03/11 11:36:39,,"LEV50001_020",2175
2024/03/11 11:37:09,,"LEV50001_020",2154
2024/03/11 11:37:39,,"LEV50001_020",2270
2024/03/11 11:38:09,,"LEV50001_020",2191
2024/03/11 11:38:39,,"LEV50001_020",2155
2024/03/11 11:39:09,,"LEV50001_020",2169
2024/03/11 11:39:40,,"LEV50001_020",2188
2024/03/11 11:40:10,,"LEV50001_020",2199
2024/03/11 11:40:40,,"LEV50001_020",2304
2024/03/11 11:41:10,,"LEV50001_020",2291
2024/03/11 11:41:40,,"LEV50001_020",2243
2024/03/11 11:42:09,,"LEV50001_020",2299
2024/03/11 11:42:39,,"LEV50001_020",2339
2024/03/11 11:43:10,,"LEV50001_020",2206
2024/03/11 11:43:39,,"LEV50001_020",2330
2024/03/11 11:44:09,,"LEV50001_020",2234
2024/03/11 11:44:40,,"LEV50001_020",2230
2024/03/11 11:45:09,,"LEV50001_020",2228
2024/03/11 11:45:39,,"LEV50001_020",2226
2024/03/11 11:46:09,,"LEV50001_020",2159
2024/03/11 11:46:39,,"LEV50001_020",2259
2024/03/11 11:47:09,,"LEV50001_020",2191
2024/03/11 11:47:39,,"LEV50001_020",2248
2024/03/11 11:48:09,,"LEV50001_020",2193
2024/03/11 11:48:39,,"LEV50001_020",2226
2024/03/11 11:49:09,,"LEV50001_020",2225
2024/03/11 11:49:39,,"LEV50001_020",2181
2024/03/11 11:50:09,,"LEV50001_020",2250
2024/03/11 11:50:39,,"LEV50001_020",2278
2024/03/11 11:51:09,,"LEV50001_020",2285
2024/03/11 11:51:39,,"LEV50001_020",2339
2024/03/11 11:52:09,,"LEV50001_020",2155
2024/03/11 11:52:39,,"LEV50001_020",2425
2024/03/11 11:53:09,,"LEV50001_020",2255
2024/03/11 11:53:39,,"LEV50001_020",2208
2024/03/11 11:54:09,,"LEV50001_020",2160
2024/03/11 11:54:39,,"LEV50001_020",2240
2024/03/11 11:55:09,,"LEV50001_020",2164
2024/03/11 11:55:40,,"LEV50001_020",2253
2024/03/11 11:56:09,,"LEV50001_020",2153
2024/03/11 11:56:39,,"LEV50001_020",2188
2024/03/11 11:57:09,,"LEV50001_020",2236
2024/03/11 11:57:39,,"LEV50001_020",2289
2024/03/11 11:58:09,,"LEV50001_020",2258
2024/03/11 11:58:39,,"LEV50001_020",2284
2024/03/11 11:59:09,,"LEV50001_020",2440
2024/03/11 11:59:39,,"LEV50001_020",2303
2024/03/11 12:00:09,,"LEV50001_020",2154
2024/03/11 12:00:39,,"LEV50001_020",2331
