:GT2K_LOG,1
:LOGGING_ID,14
:LOGGING_NAME,"シード剥離_導電率"
:SERIAL_ID,40
:DEVICE_NUM,3
:RECORD_NUM,120
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,
:DEV_COMMENT,"設備コード","モデル名","導電率"
2024/03/10 23:16:40,,"LEV50001_020",2376
2024/03/10 23:17:09,,"LEV50001_020",2310
2024/03/10 23:17:39,,"LEV50001_020",2395
2024/03/10 23:18:09,,"LEV50001_020",2320
2024/03/10 23:18:39,,"LEV50001_020",2290
2024/03/10 23:19:09,,"LEV50001_020",2393
2024/03/10 23:19:39,,"LEV50001_020",2254
2024/03/10 23:20:09,,"LEV50001_020",2366
2024/03/10 23:20:39,,"LEV50001_020",2464
2024/03/10 23:21:09,,"LEV50001_020",2374
2024/03/10 23:21:39,,"LEV50001_020",2329
2024/03/10 23:22:09,,"LEV50001_020",2296
2024/03/10 23:22:39,,"LEV50001_020",2479
2024/03/10 23:23:09,,"LEV50001_020",2234
2024/03/10 23:23:39,,"LEV50001_020",2415
2024/03/10 23:24:09,,"LEV50001_020",2405
2024/03/10 23:24:39,,"LEV50001_020",2338
2024/03/10 23:25:09,,"LEV50001_020",2356
2024/03/10 23:25:39,,"LEV50001_020",2334
2024/03/10 23:26:09,,"LEV50001_020",2441
2024/03/10 23:26:39,,"LEV50001_020",2415
2024/03/10 23:27:09,,"LEV50001_020",2366
2024/03/10 23:27:39,,"LEV50001_020",2344
2024/03/10 23:28:09,,"LEV50001_020",2433
2024/03/10 23:28:39,,"LEV50001_020",2410
2024/03/10 23:29:09,,"LEV50001_020",2278
2024/03/10 23:29:39,,"LEV50001_020",2294
2024/03/10 23:30:09,,"LEV50001_020",2410
2024/03/10 23:30:39,,"LEV50001_020",2260
2024/03/10 23:31:09,,"LEV50001_020",2351
2024/03/10 23:31:39,,"LEV50001_020",2385
2024/03/10 23:32:09,,"LEV50001_020",2395
2024/03/10 23:32:39,,"LEV50001_020",2370
2024/03/10 23:33:09,,"LEV50001_020",2296
2024/03/10 23:33:39,,"LEV50001_020",2426
2024/03/10 23:34:09,,"LEV50001_020",2305
2024/03/10 23:34:39,,"LEV50001_020",2305
2024/03/10 23:35:09,,"LEV50001_020",2246
2024/03/10 23:35:39,,"LEV50001_020",2416
2024/03/10 23:36:09,,"LEV50001_020",2318
2024/03/10 23:36:39,,"LEV50001_020",2341
2024/03/10 23:37:09,,"LEV50001_020",2271
2024/03/10 23:37:39,,"LEV50001_020",2415
2024/03/10 23:38:09,,"LEV50001_020",2263
2024/03/10 23:38:39,,"LEV50001_020",2281
2024/03/10 23:39:09,,"LEV50001_020",2380
2024/03/10 23:39:39,,"LEV50001_020",2495
2024/03/10 23:40:09,,"LEV50001_020",2266
2024/03/10 23:40:39,,"LEV50001_020",2364
2024/03/10 23:41:09,,"LEV50001_020",2370
2024/03/10 23:41:39,,"LEV50001_020",2319
2024/03/10 23:42:09,,"LEV50001_020",2244
2024/03/10 23:42:39,,"LEV50001_020",2278
2024/03/10 23:43:09,,"LEV50001_020",2430
2024/03/10 23:43:39,,"LEV50001_020",2270
2024/03/10 23:44:09,,"LEV50001_020",2548
2024/03/10 23:44:39,,"LEV50001_020",2273
2024/03/10 23:45:09,,"LEV50001_020",2368
2024/03/10 23:45:39,,"LEV50001_020",2294
2024/03/10 23:46:09,,"LEV50001_020",2443
2024/03/10 23:46:39,,"LEV50001_020",2355
2024/03/10 23:47:09,,"LEV50001_020",2475
2024/03/10 23:47:39,,"LEV50001_020",2294
2024/03/10 23:48:09,,"LEV50001_020",2360
2024/03/10 23:48:39,,"LEV50001_020",2311
2024/03/10 23:49:09,,"LEV50001_020",2400
2024/03/10 23:49:39,,"LEV50001_020",2416
2024/03/10 23:50:09,,"LEV50001_020",2394
2024/03/10 23:50:39,,"LEV50001_020",2364
2024/03/10 23:51:09,,"LEV50001_020",2303
2024/03/10 23:51:39,,"LEV50001_020",2376
2024/03/10 23:52:09,,"LEV50001_020",2338
2024/03/10 23:52:39,,"LEV50001_020",2364
2024/03/10 23:53:09,,"LEV50001_020",2374
2024/03/10 23:53:39,,"LEV50001_020",2425
2024/03/10 23:54:09,,"LEV50001_020",2356
2024/03/10 23:54:39,,"LEV50001_020",2444
2024/03/10 23:55:09,,"LEV50001_020",2310
2024/03/10 23:55:39,,"LEV50001_020",2390
2024/03/10 23:56:09,,"LEV50001_020",2294
2024/03/10 23:56:39,,"LEV50001_020",2400
2024/03/10 23:57:09,,"LEV50001_020",2436
2024/03/10 23:57:39,,"LEV50001_020",2396
2024/03/10 23:58:09,,"LEV50001_020",2495
2024/03/10 23:58:39,,"LEV50001_020",2373
2024/03/10 23:59:09,,"LEV50001_020",2301
2024/03/10 23:59:39,,"LEV50001_020",2350
2024/03/11 00:00:09,,"LEV50001_020",2395
2024/03/11 00:00:39,,"LEV50001_020",2344
