:GT2K_LOG,1
:LOGGING_ID,14
:LOGGING_NAME,"シード剥離_導電率"
:SERIAL_ID,53
:DEVICE_NUM,3
:RECORD_NUM,120
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,
:DEV_COMMENT,"設備コード","モデル名","導電率"
2024/03/11 12:16:40,,"LEV50001_020",2320
2024/03/11 12:17:09,,"LEV50001_020",2184
2024/03/11 12:17:39,,"LEV50001_020",2288
2024/03/11 12:18:09,,"LEV50001_020",2293
2024/03/11 12:18:39,,"LEV50001_020",2350
2024/03/11 12:19:09,,"LEV50001_020",2169
2024/03/11 12:19:39,,"LEV50001_020",2315
2024/03/11 12:20:09,,"LEV50001_020",2149
2024/03/11 12:20:39,,"LEV50001_020",2305
2024/03/11 12:21:09,,"LEV50001_020",2174
2024/03/11 12:21:39,,"LEV50001_020",2188
2024/03/11 12:22:09,,"LEV50001_020",2184
2024/03/11 12:22:39,,"LEV50001_020",2211
2024/03/11 12:23:09,,"LEV50001_020",2155
2024/03/11 12:23:39,,"LEV50001_020",2215
2024/03/11 12:24:09,,"LEV50001_020",2135
2024/03/11 12:24:39,,"LEV50001_020",2294
2024/03/11 12:25:09,,"LEV50001_020",2333
2024/03/11 12:25:39,,"LEV50001_020",2165
2024/03/11 12:26:09,,"LEV50001_020",2294
2024/03/11 12:26:39,,"LEV50001_020",2230
2024/03/11 12:27:09,,"LEV50001_020",2233
2024/03/11 12:27:39,,"LEV50001_020",2269
2024/03/11 12:28:09,,"LEV50001_020",2285
2024/03/11 12:28:39,,"LEV50001_020",2368
2024/03/11 12:29:09,,"LEV50001_020",2331
2024/03/11 12:29:39,,"LEV50001_020",2209
2024/03/11 12:30:09,,"LEV50001_020",2321
2024/03/11 12:30:39,,"LEV50001_020",2195
2024/03/11 12:31:09,,"LEV50001_020",2290
2024/03/11 12:31:39,,"LEV50001_020",2245
2024/03/11 12:32:09,,"LEV50001_020",2210
2024/03/11 12:32:39,,"LEV50001_020",2281
2024/03/11 12:33:09,,"LEV50001_020",2281
2024/03/11 12:33:39,,"LEV50001_020",2408
2024/03/11 12:34:09,,"LEV50001_020",2220
2024/03/11 12:34:39,,"LEV50001_020",2195
2024/03/11 12:35:09,,"LEV50001_020",2236
2024/03/11 12:35:39,,"LEV50001_020",2228
2024/03/11 12:36:09,,"LEV50001_020",2241
2024/03/11 12:36:39,,"LEV50001_020",2316
2024/03/11 12:37:09,,"LEV50001_020",2175
2024/03/11 12:37:39,,"LEV50001_020",2309
2024/03/11 12:38:09,,"LEV50001_020",2324
2024/03/11 12:38:39,,"LEV50001_020",2171
2024/03/11 12:39:09,,"LEV50001_020",2170
2024/03/11 12:39:39,,"LEV50001_020",2269
2024/03/11 12:40:09,,"LEV50001_020",2184
2024/03/11 12:40:39,,"LEV50001_020",2259
2024/03/11 12:41:09,,"LEV50001_020",2153
2024/03/11 12:41:39,,"LEV50001_020",2211
2024/03/11 12:42:09,,"LEV50001_020",2200
2024/03/11 12:42:39,,"LEV50001_020",2188
2024/03/11 12:43:09,,"LEV50001_020",2234
2024/03/11 12:43:39,,"LEV50001_020",2210
2024/03/11 12:44:09,,"LEV50001_020",2440
2024/03/11 12:44:39,,"LEV50001_020",2176
2024/03/11 12:45:13,,"LEV50001_020",2260
2024/03/11 12:45:39,,"LEV50001_020",2269
2024/03/11 12:46:09,,"LEV50001_020",2289
2024/03/11 12:46:39,,"LEV50001_020",2273
2024/03/11 12:47:09,,"LEV50001_020",2274
2024/03/11 12:47:39,,"LEV50001_020",2186
2024/03/11 12:48:09,,"LEV50001_020",2378
2024/03/11 12:48:39,,"LEV50001_020",2273
2024/03/11 12:49:09,,"LEV50001_020",2300
2024/03/11 12:49:39,,"LEV50001_020",2363
2024/03/11 12:50:09,,"LEV50001_020",2300
2024/03/11 12:50:39,,"LEV50001_020",2279
2024/03/11 12:51:09,,"LEV50001_020",2305
2024/03/11 12:51:39,,"LEV50001_020",2178
2024/03/11 12:52:09,,"LEV50001_020",2326
2024/03/11 12:52:39,,"LEV50001_020",2240
2024/03/11 12:53:09,,"LEV50001_020",2300
2024/03/11 12:53:39,,"LEV50001_020",2299
2024/03/11 12:54:09,,"LEV50001_020",2166
2024/03/11 12:54:39,,"LEV50001_020",2219
2024/03/11 12:55:11,,"LEV50001_020",2261
2024/03/11 12:55:42,,"LEV50001_020",2278
2024/03/11 12:56:09,,"LEV50001_020",2201
2024/03/11 12:56:39,,"LEV50001_020",2326
2024/03/11 12:57:09,,"LEV50001_020",2218
2024/03/11 12:57:39,,"LEV50001_020",2290
2024/03/11 12:58:09,,"LEV50001_020",2184
2024/03/11 12:58:39,,"LEV50001_020",2279
2024/03/11 12:59:09,,"LEV50001_020",2271
2024/03/11 12:59:39,,"LEV50001_020",2293
2024/03/11 13:00:09,,"LEV50001_020",2176
2024/03/11 13:00:39,,"LEV50001_020",2171
