:GT2K_LOG,1
:LOGGING_ID,14
:LOGGING_NAME,"シード剥離_導電率"
:SERIAL_ID,49
:DEVICE_NUM,3
:RECORD_NUM,120
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,
:DEV_COMMENT,"設備コード","モデル名","導電率"
2024/03/11 08:16:40,,"LEV50001_020",2263
2024/03/11 08:17:09,,"LEV50001_020",2370
2024/03/11 08:17:39,,"LEV50001_020",2329
2024/03/11 08:18:09,,"LEV50001_020",2263
2024/03/11 08:18:39,,"LEV50001_020",2330
2024/03/11 08:19:09,,"LEV50001_020",2370
2024/03/11 08:19:39,,"LEV50001_020",2271
2024/03/11 08:20:09,,"LEV50001_020",2346
2024/03/11 08:20:39,,"LEV50001_020",2291
2024/03/11 08:21:09,,"LEV50001_020",2335
2024/03/11 08:21:39,,"LEV50001_020",2510
2024/03/11 08:22:09,,"LEV50001_020",2314
2024/03/11 08:22:39,,"LEV50001_020",2304
2024/03/11 08:23:09,,"LEV50001_020",2325
2024/03/11 08:23:39,,"LEV50001_020",2443
2024/03/11 08:24:09,,"LEV50001_020",2321
2024/03/11 08:24:39,,"LEV50001_020",2401
2024/03/11 08:25:09,,"LEV50001_020",2171
2024/03/11 08:25:39,,"LEV50001_020",2173
2024/03/11 08:26:09,,"LEV50001_020",2171
2024/03/11 08:26:39,,"LEV50001_020",2176
2024/03/11 08:27:09,,"LEV50001_020",2166
2024/03/11 08:27:39,,"LEV50001_020",2174
2024/03/11 08:28:09,,"LEV50001_020",2173
2024/03/11 08:28:39,,"LEV50001_020",2179
2024/03/11 08:29:09,,"LEV50001_020",2169
2024/03/11 08:29:39,,"LEV50001_020",2176
2024/03/11 08:30:09,,"LEV50001_020",2174
2024/03/11 08:30:39,,"LEV50001_020",2175
2024/03/11 08:31:09,,"LEV50001_020",2169
2024/03/11 08:31:39,,"LEV50001_020",2179
2024/03/11 08:32:09,,"LEV50001_020",2175
2024/03/11 08:32:39,,"LEV50001_020",2175
2024/03/11 08:33:09,,"LEV50001_020",2175
2024/03/11 08:33:39,,"LEV50001_020",2175
2024/03/11 08:34:09,,"LEV50001_020",2173
2024/03/11 08:34:39,,"LEV50001_020",2178
2024/03/11 08:35:09,,"LEV50001_020",2175
2024/03/11 08:35:39,,"LEV50001_020",2178
2024/03/11 08:36:09,,"LEV50001_020",2175
2024/03/11 08:36:39,,"LEV50001_020",2174
2024/03/11 08:37:09,,"LEV50001_020",2175
2024/03/11 08:37:39,,"LEV50001_020",2176
2024/03/11 08:38:09,,"LEV50001_020",2179
2024/03/11 08:38:39,,"LEV50001_020",2175
2024/03/11 08:39:09,,"LEV50001_020",2174
2024/03/11 08:39:39,,"LEV50001_020",2174
2024/03/11 08:40:09,,"LEV50001_020",2174
2024/03/11 08:40:39,,"LEV50001_020",2174
2024/03/11 08:41:09,,"LEV50001_020",2173
2024/03/11 08:41:39,,"LEV50001_020",2173
2024/03/11 08:42:09,,"LEV50001_020",2178
2024/03/11 08:42:39,,"LEV50001_020",2175
2024/03/11 08:43:09,,"LEV50001_020",2165
2024/03/11 08:43:39,,"LEV50001_020",2175
2024/03/11 08:44:09,,"LEV50001_020",2179
2024/03/11 08:44:39,,"LEV50001_020",2175
2024/03/11 08:45:09,,"LEV50001_020",2174
2024/03/11 08:45:39,,"LEV50001_020",2175
2024/03/11 08:46:09,,"LEV50001_020",2173
2024/03/11 08:46:39,,"LEV50001_020",2174
2024/03/11 08:47:09,,"LEV50001_020",2180
2024/03/11 08:47:39,,"LEV50001_020",2176
2024/03/11 08:48:09,,"LEV50001_020",2174
2024/03/11 08:48:39,,"LEV50001_020",2174
2024/03/11 08:49:09,,"LEV50001_020",2178
2024/03/11 08:49:39,,"LEV50001_020",2174
2024/03/11 08:50:09,,"LEV50001_020",2178
2024/03/11 08:50:39,,"LEV50001_020",2175
2024/03/11 08:51:09,,"LEV50001_020",2170
2024/03/11 08:51:39,,"LEV50001_020",2178
2024/03/11 08:52:09,,"LEV50001_020",2178
2024/03/11 08:52:39,,"LEV50001_020",2180
2024/03/11 08:53:09,,"LEV50001_020",2175
2024/03/11 08:53:39,,"LEV50001_020",2176
2024/03/11 08:54:09,,"LEV50001_020",2174
2024/03/11 08:54:39,,"LEV50001_020",2178
2024/03/11 08:55:09,,"LEV50001_020",2133
2024/03/11 08:55:39,,"LEV50001_020",2176
2024/03/11 08:56:09,,"LEV50001_020",2128
2024/03/11 08:56:39,,"LEV50001_020",2129
2024/03/11 08:57:09,,"LEV50001_020",2173
2024/03/11 08:57:39,,"LEV50001_020",2129
2024/03/11 08:58:09,,"LEV50001_020",2124
2024/03/11 08:58:39,,"LEV50001_020",2123
2024/03/11 08:59:09,,"LEV50001_020",2129
2024/03/11 08:59:39,,"LEV50001_020",2151
2024/03/11 09:00:09,,"LEV50001_020",2124
2024/03/11 09:00:39,,"LEV50001_020",2125
