:GT2K_LOG,1
:LOGGING_ID,14
:LOGGING_NAME,"シード剥離_導電率"
:SERIAL_ID,46
:DEVICE_NUM,3
:RECORD_NUM,120
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,
:DEV_COMMENT,"設備コード","モデル名","導電率"
2024/03/11 05:16:42,,"LEV50001_020",2326
2024/03/11 05:17:09,,"LEV50001_020",2313
2024/03/11 05:17:39,,"LEV50001_020",2309
2024/03/11 05:18:09,,"LEV50001_020",2411
2024/03/11 05:18:39,,"LEV50001_020",2361
2024/03/11 05:19:09,,"LEV50001_020",2350
2024/03/11 05:19:39,,"LEV50001_020",2314
2024/03/11 05:20:09,,"LEV50001_020",2448
2024/03/11 05:20:39,,"LEV50001_020",2319
2024/03/11 05:21:09,,"LEV50001_020",2249
2024/03/11 05:21:39,,"LEV50001_020",2316
2024/03/11 05:22:09,,"LEV50001_020",2246
2024/03/11 05:22:39,,"LEV50001_020",2383
2024/03/11 05:23:09,,"LEV50001_020",2286
2024/03/11 05:23:39,,"LEV50001_020",2301
2024/03/11 05:24:09,,"LEV50001_020",2326
2024/03/11 05:24:39,,"LEV50001_020",2430
2024/03/11 05:25:09,,"LEV50001_020",2260
2024/03/11 05:25:39,,"LEV50001_020",2304
2024/03/11 05:26:09,,"LEV50001_020",2319
2024/03/11 05:26:39,,"LEV50001_020",2408
2024/03/11 05:27:09,,"LEV50001_020",2250
2024/03/11 05:27:39,,"LEV50001_020",2399
2024/03/11 05:28:09,,"LEV50001_020",2288
2024/03/11 05:28:39,,"LEV50001_020",2293
2024/03/11 05:29:09,,"LEV50001_020",2400
2024/03/11 05:29:39,,"LEV50001_020",2443
2024/03/11 05:30:09,,"LEV50001_020",2308
2024/03/11 05:30:39,,"LEV50001_020",2321
2024/03/11 05:31:09,,"LEV50001_020",2311
2024/03/11 05:31:39,,"LEV50001_020",2358
2024/03/11 05:32:09,,"LEV50001_020",2364
2024/03/11 05:32:39,,"LEV50001_020",2406
2024/03/11 05:33:09,,"LEV50001_020",2435
2024/03/11 05:33:39,,"LEV50001_020",2324
2024/03/11 05:34:09,,"LEV50001_020",2355
2024/03/11 05:34:39,,"LEV50001_020",2316
2024/03/11 05:35:09,,"LEV50001_020",2275
2024/03/11 05:35:39,,"LEV50001_020",2286
2024/03/11 05:36:09,,"LEV50001_020",2393
2024/03/11 05:36:39,,"LEV50001_020",2275
2024/03/11 05:37:09,,"LEV50001_020",2386
2024/03/11 05:37:39,,"LEV50001_020",2313
2024/03/11 05:38:09,,"LEV50001_020",2316
2024/03/11 05:38:39,,"LEV50001_020",2260
2024/03/11 05:39:09,,"LEV50001_020",2373
2024/03/11 05:39:39,,"LEV50001_020",2280
2024/03/11 05:40:09,,"LEV50001_020",2283
2024/03/11 05:40:39,,"LEV50001_020",2405
2024/03/11 05:41:09,,"LEV50001_020",2304
2024/03/11 05:41:39,,"LEV50001_020",2269
2024/03/11 05:42:09,,"LEV50001_020",2431
2024/03/11 05:42:39,,"LEV50001_020",2374
2024/03/11 05:43:10,,"LEV50001_020",2401
2024/03/11 05:43:40,,"LEV50001_020",2328
2024/03/11 05:44:10,,"LEV50001_020",2276
2024/03/11 05:44:40,,"LEV50001_020",2355
2024/03/11 05:45:10,,"LEV50001_020",2334
2024/03/11 05:45:40,,"LEV50001_020",2401
2024/03/11 05:46:10,,"LEV50001_020",2354
2024/03/11 05:46:40,,"LEV50001_020",2399
2024/03/11 05:47:10,,"LEV50001_020",2386
2024/03/11 05:47:40,,"LEV50001_020",2320
2024/03/11 05:48:10,,"LEV50001_020",2326
2024/03/11 05:48:40,,"LEV50001_020",2289
2024/03/11 05:49:10,,"LEV50001_020",2333
2024/03/11 05:49:40,,"LEV50001_020",2310
2024/03/11 05:50:10,,"LEV50001_020",2249
2024/03/11 05:50:40,,"LEV50001_020",2241
2024/03/11 05:51:10,,"LEV50001_020",2434
2024/03/11 05:51:40,,"LEV50001_020",2295
2024/03/11 05:52:10,,"LEV50001_020",2316
2024/03/11 05:52:40,,"LEV50001_020",2488
2024/03/11 05:53:10,,"LEV50001_020",2396
2024/03/11 05:53:40,,"LEV50001_020",2379
2024/03/11 05:54:10,,"LEV50001_020",2270
2024/03/11 05:54:40,,"LEV50001_020",2271
2024/03/11 05:55:10,,"LEV50001_020",2389
2024/03/11 05:55:40,,"LEV50001_020",2408
2024/03/11 05:56:10,,"LEV50001_020",2428
2024/03/11 05:56:40,,"LEV50001_020",2294
2024/03/11 05:57:10,,"LEV50001_020",2268
2024/03/11 05:57:40,,"LEV50001_020",2324
2024/03/11 05:58:10,,"LEV50001_020",2281
2024/03/11 05:58:40,,"LEV50001_020",2343
2024/03/11 05:59:10,,"LEV50001_020",2258
2024/03/11 05:59:40,,"LEV50001_020",2390
2024/03/11 06:00:10,,"LEV50001_020",2356
2024/03/11 06:00:40,,"LEV50001_020",2376
