:GT2K_ALARM_LOG_HISTORY,0
:ALARM_ID,2
:ALARM_NAME,"0_LD_STS"
:RECORD_NUM,5000
:COMMENT_GROUP_GENERAL_ID,200
:COMMENT_GROUP_MIDDLE_ID,0
:COMMENT_GROUP_UPPER_ID,0
:COMMENT_GROUP_DETAIL_ID,0
:ALARM_HISTORY_NUM,5000
:NOT_RESUMED_NUM,1
:UNCONFIRMED_NUM,5000
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,
UPPER_NO,MIDDLE_NO,COMMENT_NO,COMMENT,STATUS,OCCURRED,RESTORED,CHECKED,LEVEL,GROUP
0,0,2,"E02:自動",R,2023/10/14 12:53:51,2023/10/14 12:53:59,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/14 12:53:59,2023/10/14 12:54:27,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/14 12:54:27,2023/10/14 12:54:35,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/14 12:54:35,2023/10/14 12:54:43,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/14 12:54:43,2023/10/14 12:55:09,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/14 12:55:09,2023/10/14 12:55:19,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/14 12:55:19,2023/10/14 12:55:27,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/14 12:55:27,2023/10/14 12:55:55,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/14 12:55:55,2023/10/14 12:56:07,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/14 12:56:07,2023/10/14 12:56:15,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/14 12:56:15,2023/10/14 13:26:37,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/14 13:26:37,2023/10/14 13:29:37,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/14 13:29:37,2023/10/14 13:30:07,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/14 13:30:07,2023/10/14 13:30:11,****/**/** **:**:**,1,1
0,0,3,"E03:原点復帰",R,2023/10/14 13:30:11,2023/10/14 13:30:13,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/14 13:30:13,2023/10/14 13:30:17,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/14 13:30:17,2023/10/14 14:29:56,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/14 14:29:56,2023/10/14 14:31:52,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/14 14:31:52,2023/10/14 14:32:04,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/14 14:32:04,2023/10/14 15:01:54,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/14 15:01:54,2023/10/14 15:02:22,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/14 15:02:22,2023/10/14 15:02:24,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/14 15:02:24,2023/10/14 15:06:34,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/14 15:06:34,2023/10/14 15:06:46,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/14 15:06:46,2023/10/14 15:32:30,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/14 15:32:30,2023/10/14 15:35:48,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/14 15:35:48,2023/10/14 15:36:02,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/14 15:36:02,2023/10/14 16:10:04,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/14 16:10:04,2023/10/14 16:53:26,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/14 16:53:26,2023/10/14 16:53:40,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/14 16:53:40,2023/10/14 16:59:54,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/14 16:59:54,2023/10/15 03:46:23,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/15 03:46:23,2023/10/15 04:24:33,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/15 04:24:33,2023/10/15 11:06:02,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/15 11:06:02,2023/10/15 11:06:46,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/15 11:06:46,2023/10/15 11:06:52,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/15 11:06:52,2023/10/16 04:01:46,****/**/** **:**:**,1,1
0,0,3,"E03:原点復帰",R,2023/10/16 04:01:46,2023/10/16 04:01:50,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/16 04:01:50,2023/10/16 04:01:54,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/16 04:01:54,2023/10/16 04:02:18,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/16 04:02:18,2023/10/16 04:02:36,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/16 04:02:36,2023/10/16 04:02:44,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/16 04:02:44,2023/10/16 04:13:36,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/16 04:13:36,2023/10/17 02:57:02,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/17 02:57:02,2023/10/17 03:07:50,****/**/** **:**:**,1,1
0,0,3,"E03:原点復帰",R,2023/10/17 03:07:50,2023/10/17 03:07:52,****/**/** **:**:**,1,1
0,0,15,"E15:その他",R,2023/10/17 03:07:52,2023/10/17 03:07:54,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/17 03:07:54,2023/10/17 03:07:56,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/17 03:07:56,2023/10/17 03:49:18,****/**/** **:**:**,1,1
0,0,15,"E15:その他",R,2023/10/17 03:49:18,2023/10/17 03:49:22,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/17 03:49:22,2023/10/17 05:19:22,****/**/** **:**:**,1,1
0,0,3,"E03:原点復帰",R,2023/10/17 05:19:22,2023/10/17 05:19:24,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/17 05:19:24,2023/10/17 05:19:28,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/17 05:19:28,2023/10/17 05:19:52,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/17 05:19:52,2023/10/17 05:20:10,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/17 05:20:10,2023/10/17 05:20:18,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/17 05:20:18,2023/10/17 05:20:44,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/17 05:20:44,2023/10/17 09:00:19,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/17 09:00:19,2023/10/17 09:00:43,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/17 09:00:43,2023/10/17 09:00:47,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/17 09:00:47,2023/10/17 20:38:53,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/17 20:38:53,2023/10/17 20:38:55,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/17 20:38:55,2023/10/17 20:39:21,****/**/** **:**:**,1,1
0,0,3,"E03:原点復帰",R,2023/10/17 20:39:21,2023/10/17 20:39:23,****/**/** **:**:**,1,1
0,0,15,"E15:その他",R,2023/10/17 20:39:23,2023/10/17 20:39:25,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/17 20:39:25,2023/10/17 20:39:29,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/17 20:39:29,2023/10/18 01:33:29,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/18 01:33:29,2023/10/18 02:56:09,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/18 02:56:09,2023/10/18 02:56:17,****/**/** **:**:**,1,1
0,0,3,"E03:原点復帰",R,2023/10/18 02:56:17,2023/10/18 02:56:19,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/18 02:56:19,2023/10/18 02:56:23,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/18 02:56:23,2023/10/18 03:14:27,****/**/** **:**:**,1,1
0,0,4,"E04:異常発生",R,2023/10/18 03:14:27,2023/10/18 03:20:53,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/18 03:20:53,2023/10/18 03:20:59,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/18 03:20:59,2023/10/18 03:21:51,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/18 03:21:51,2023/10/18 03:21:59,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/18 03:21:59,2023/10/18 03:50:59,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/18 03:50:59,2023/10/18 04:41:45,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/18 04:41:45,2023/10/18 04:42:35,****/**/** **:**:**,1,1
0,0,3,"E03:原点復帰",R,2023/10/18 04:42:35,2023/10/18 04:42:37,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/18 04:42:37,2023/10/18 04:42:41,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/18 04:42:41,2023/10/18 04:43:05,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/18 04:43:05,2023/10/18 04:43:29,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/18 04:43:29,2023/10/18 04:43:37,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/18 04:43:37,2023/10/18 04:43:59,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/18 04:43:59,2023/10/18 04:44:17,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/18 04:44:17,2023/10/18 04:44:23,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/18 04:44:23,2023/10/18 04:45:07,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/18 04:45:07,2023/10/18 04:45:25,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/18 04:45:25,2023/10/18 04:45:33,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/18 04:45:33,2023/10/18 04:45:57,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/18 04:45:57,2023/10/18 04:46:09,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/18 04:46:09,2023/10/18 04:46:17,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/18 04:46:17,2023/10/18 04:47:01,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/18 04:47:01,2023/10/18 05:02:03,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/18 05:02:03,2023/10/18 07:39:28,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/18 07:39:28,2023/10/18 07:39:34,****/**/** **:**:**,1,1
0,0,3,"E03:原点復帰",R,2023/10/18 07:39:34,2023/10/18 07:39:36,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/18 07:39:36,2023/10/18 07:39:40,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/18 07:39:40,2023/10/18 09:43:06,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/18 09:43:06,2023/10/18 09:43:32,****/**/** **:**:**,1,1
0,0,3,"E03:原点復帰",R,2023/10/18 09:43:32,2023/10/18 09:43:34,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/18 09:43:34,2023/10/18 09:49:52,****/**/** **:**:**,1,1
0,0,3,"E03:原点復帰",R,2023/10/18 09:49:52,2023/10/18 09:49:54,****/**/** **:**:**,1,1
0,0,15,"E15:その他",R,2023/10/18 09:49:54,2023/10/18 09:49:56,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/18 09:49:56,2023/10/18 09:50:04,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/18 09:50:04,2023/10/18 09:50:52,****/**/** **:**:**,1,1
0,0,4,"E04:異常発生",R,2023/10/18 09:50:52,2023/10/18 09:51:28,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/18 09:51:28,2023/10/18 09:51:30,****/**/** **:**:**,1,1
0,0,15,"E15:その他",R,2023/10/18 09:51:30,2023/10/18 09:51:34,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/18 09:51:34,2023/10/18 09:54:21,****/**/** **:**:**,1,1
0,0,3,"E03:原点復帰",R,2023/10/18 09:54:21,2023/10/18 09:54:23,****/**/** **:**:**,1,1
0,0,15,"E15:その他",R,2023/10/18 09:54:23,2023/10/18 09:54:25,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/18 09:54:25,2023/10/18 09:54:35,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/18 09:54:35,2023/10/18 10:11:25,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/18 10:11:25,2023/10/18 10:14:47,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/18 10:14:47,2023/10/18 10:15:01,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/18 10:15:01,2023/10/18 10:37:35,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/18 10:37:35,2023/10/19 01:47:16,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/19 01:47:16,2023/10/19 01:47:24,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/19 01:47:24,2023/10/19 02:18:48,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/19 02:18:48,2023/10/19 02:18:56,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/19 02:18:56,2023/10/19 02:19:02,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/19 02:19:02,2023/10/19 02:25:16,****/**/** **:**:**,1,1
0,0,15,"E15:その他",R,2023/10/19 02:25:16,2023/10/19 02:25:24,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/19 02:25:24,2023/10/19 02:38:56,****/**/** **:**:**,1,1
0,0,15,"E15:その他",R,2023/10/19 02:38:56,2023/10/19 02:38:58,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/19 02:38:58,2023/10/19 02:39:08,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/19 02:39:08,2023/10/19 02:44:54,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/19 02:44:54,2023/10/19 02:45:34,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/19 02:45:34,2023/10/19 03:04:26,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/19 03:04:26,2023/10/19 03:26:02,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/19 03:26:02,2023/10/19 03:50:06,****/**/** **:**:**,1,1
